Numero,Titulo,Compositor_Melodia,Compositor_Letra,Arquivo
1223,O Senhor não abandona (Louvor final - Quaresma),André Zamur,Fr. José Moacyr Cadenassi,cantos/1223_O_Senhor_não_abandona_Louvor_final_-_Quaresma.pdf
1224,A cruz que triunfou (Preparação da mesa),André Zamur,Fr. José Moacyr Cadenassi,cantos/1224_A_cruz_que_triunfou_Preparação_da_mesa.pdf
1225,A morte ficou derrotada (Comunhão),André Zamur,Fr. José Moacyr Cadenassi,cantos/1225_A_morte_ficou_derrotada_Comunhão.pdf
1226,Triunfaram (Louvor final),André Zamur,Fr. José Moacyr Cadenassi,cantos/1226_Triunfaram_Louvor_final.pdf
1227,a Como rios de água viva (Rito de aspersão),Adenor Leonardo Terra,Maria Luiza Ricciardi,cantos/1227_a_Como_rios_de_água_viva_Rito_de_aspersão.pdf
1227,"b Senhor, que sois o caminho (Ato penitencial)",Pe. Zé Lauro,,cantos/1227_b_Senhor_que_sois_o_caminho_Ato_penitencial.pdf
1227,c Glória,Pe. Zé Lauro,,cantos/1227_c_Glória.pdf
1227,"d Senhor, ouve-nos (Oração dos fiéis)",Sergio Fritzler,,cantos/1227_d_Senhor_ouve-nos_Oração_dos_fiéis.pdf
1227,e Santo,Pe. Zé Lauro,Missal Romano,cantos/1227_e_Santo.pdf
1227,f Aclamações da Oração Eucarística,,,cantos/1227_f_Aclamações_da_Oração_Eucarística.pdf
1227,g Aclamação memorial,José Weber,,cantos/1227_g_Aclamação_memorial.pdf
1227,h Doxologia final,José Weber,,cantos/1227_h_Doxologia_final.pdf
1227,i Amém!,Dulcemar Maciel,,cantos/1227_i_Amém.pdf
1227,j Cordeiro de Deus,Zé Lauro,,cantos/1227_j_Cordeiro_de_Deus.pdf
1228,a Kyrie,Canto Gregoriano,,cantos/1228_a_Kyrie.pdf
1228,b Pater Noster,Canto Gregoriano,,cantos/1228_b_Pater_Noster.pdf
1229,O Senhor me chamou (Abertura),Waldeci Farias,Pe. Josmar Braga,cantos/1229_O_Senhor_me_chamou_Abertura.pdf
123,a Quem ouvir e praticar a Palavra,ODC,,cantos/123_a_Quem_ouvir_e_praticar_a_Palavra.pdf
1230,b Aleluia,José Renato,,cantos/1230_b_Aleluia.pdf
1231,Da terra o trigo (Oferendas),Ir. Míria T. Kolling,Fr. Darlei Zannon,cantos/1231_Da_terra_o_trigo_Oferendas.pdf
1232,Trazemos os frutos da terra (Oferendas),Erli Mansk,,cantos/1232_Trazemos_os_frutos_da_terra_Oferendas.pdf
1233,a Santa Eucaristia (Comunhão),Ir. Míria T. Kolling,,cantos/1233_a_Santa_Eucaristia_Comunhão.pdf
1233,b Lembra-te de mim!,Ir. Míria T. Kolling,,cantos/1233_b_Lembra-te_de_mim.pdf
1234,Foi a sede de amor (Comunhão),Monica Braynner,,cantos/1234_Foi_a_sede_de_amor_Comunhão.pdf
1235,"Jesus Cristo, luz (Refrão orante)",Taizé,,cantos/1235_Jesus_Cristo_luz_Refrão_orante.pdf
1236,"Ide para a minha vinha (Vocacional, final)",D. Pedro Brito Guimarães,Fr. José Moacyr Cadenassi,cantos/1236_Ide_para_a_minha_vinha_Vocacional_final.pdf
1237,Em silêncio (Refrão orante),ODC,,cantos/1237_Em_silêncio_Refrão_orante.pdf
1238,Desperta em mim,Ir. Míria T. Kolling,Pe. José Bortolini,cantos/1238_Desperta_em_mim.pdf
1239,Catequista,Monica Braynner,,cantos/1239_Catequista.pdf
1240,É hora de evangelizar,Ir. Carol,,cantos/1240_É_hora_de_evangelizar.pdf
1241,Eu vos dei o exemplo (Refrão orante),Ir. Míria T. Kolling,,cantos/1241_Eu_vos_dei_o_exemplo_Refrão_orante.pdf
1242,Ó Nossa Senhora de Lourdes,Pe. Ney Brasil Pereira,,cantos/1242_Ó_Nossa_Senhora_de_Lourdes.pdf
1243,Saudemos todos o mês de maio (Entrada),Maria Antonieta Cardoso,,cantos/1243_Saudemos_todos_o_mês_de_maio_Entrada.pdf
1244,"Flores, flores Mãe querida (Coroação)",Tania Maria Godinho,,cantos/1244_Flores_flores_Mãe_querida_Coroação.pdf
1245,Ave Maria (Louvor final),Tania Maria Godinho,,cantos/1245_Ave_Maria_Louvor_final.pdf
1246,Eu vos anuncio pascal alegria! (Cânone a 3 vozes),Ir. Míria T. Kolling,,cantos/1246_Eu_vos_anuncio_pascal_alegria_Cânone_a_3_vozes.pdf
1247,Luz da luz,Pe. Ney Brasil,Fr. José MoacyrCadenassi,cantos/1247_Luz_da_luz.pdf
1248,Vem a noite,Folclore russo,Fr. Adolfo Temme,cantos/1248_Vem_a_noite.pdf
1249,"O povo de Deus pelo deserto(Para romarias, encontros...)",Pe. Jocy Rodrigues,,cantos/1249_O_povo_de_Deus_pelo_desertoPara_romarias_encontros.pdf
1250,"Senhor, és minha rocha (Refrão orante)",Oseias Cardoso Dias,,cantos/1250_Senhor_és_minha_rocha_Refrão_orante.pdf
1251,Ladainha do Advento,-S:Ó Senhor -T: Aleluia! -Sabedoria...,,cantos/1251_Ladainha_do_Advento.pdf
1252,Cadê minha lamparina?,Pe. Josenildo do Pajeú,,cantos/1252_Cadê_minha_lamparina.pdf
1253,Ó vem Jesus! Maranatha! (Advento),Pablo Rosa,,cantos/1253_Ó_vem_Jesus_Maranatha_Advento.pdf
1254,O Espírito de Deus,Ir. Míria T. Kolling,Fr. Moacyr Cadenassi,cantos/1254_O_Espírito_de_Deus.pdf
1255,Quero cantar (Oração da manhã),Ir. Agostinha V. de Melo,,cantos/1255_Quero_cantar_Oração_da_manhã.pdf
1256,"Ai, como é bom",Elói Edmundo Franz,,cantos/1256_Ai_como_é_bom.pdf
1257,"Senhor, como é linda a tua casa!",Pe. Ricardo Dias Neto,,cantos/1257_Senhor_como_é_linda_a_tua_casa.pdf
1258,"Aleluia, que o mundo possa ouvir",Pe. Ricardo Dias Neto,,cantos/1258_Aleluia_que_o_mundo_possa_ouvir.pdf
1259,Vimos dos nossos campos (Ofertório),Pe. Ricardo Dias Neto,,cantos/1259_Vimos_dos_nossos_campos_Ofertório.pdf
1260,É Jesus Cristo que comungamos (Comunhão),Pe. Ricardo Dias Neto,,cantos/1260_É_Jesus_Cristo_que_comungamos_Comunhão.pdf
1261,Agora vamos testemunhar (Louvor final),Pe. Ricardo Dias Neto,,cantos/1261_Agora_vamos_testemunhar_Louvor_final.pdf
1262,Eu sei que é imenso o campo,Pe. Ricardo Dias Neto,,cantos/1262_Eu_sei_que_é_imenso_o_campo.pdf
