Numero,Titulo,Compositor_Melodia,Compositor_Letra,Arquivo
785,"Santo, Santo!",Hinário Litúrgico,,cantos/785_Santo_Santo.pdf
786,Eis o Mistério da Fé!,Fr. Luiz Carlos Susin,,cantos/786_Eis_o_Mistério_da_Fé.pdf
787,Doxologia- O Grande Amém!,Miria T. Kolling,,cantos/787_Doxologia-_O_Grande_Amém.pdf
788,Que o Senhor te Abençõe!,Oswaldo José dos Santos,,cantos/788_Que_o_Senhor_te_Abençõe.pdf
789,Cordeiro de Deus,Pe. José Eugenio,,cantos/789_Cordeiro_de_Deus.pdf
790,"Senhor, que oferecestes (Ato Penitencial)",André J. Zamur,,cantos/790_Senhor_que_oferecestes_Ato_Penitencial.pdf
791,Glória (Hino de Louvor),André Zamur,CNBB,cantos/791_Glória_Hino_de_Louvor.pdf
792,"Senhor, Atendei a nossa Prece",André Zamur,,cantos/792_Senhor_Atendei_a_nossa_Prece.pdf
793,Santo!,André Zamur,,cantos/793_Santo.pdf
794,Aclamações da Oração Eucarística,André Zamur,,cantos/794_Aclamações_da_Oração_Eucarística.pdf
795,Após a Consagração,André Zamur,,cantos/795_Após_a_Consagração.pdf
797,Cordeiro de Deus!,André J. Zamur,,cantos/797_Cordeiro_de_Deus.pdf
798,"Aleluia, vamos de pé",Idalino Viana Rodrigues,,cantos/798_Aleluia_vamos_de_pé.pdf
799,Aleluia! É Palavra de amor,André Zamur,,cantos/799_Aleluia_É_Palavra_de_amor.pdf
800,Tua palavra é lâmpada,,,cantos/800_Tua_palavra_é_lâmpada.pdf
801,Inclinemos o ouvido do coração,,,cantos/801_Inclinemos_o_ouvido_do_coração.pdf
802,Evangelho Cantado (Liturgia Ortodoxa),,,cantos/802_Evangelho_Cantado_Liturgia_Ortodoxa.pdf
803,Estes lábios meus (Abertura do Ofício da Oração),Luis Baronto,,cantos/803_Estes_lábios_meus_Abertura_do_Ofício_da_Oração.pdf
804,O Senhor é minha Luz,,,cantos/804_O_Senhor_é_minha_Luz.pdf
805,Entoai novo canto!,,,cantos/805_Entoai_novo_canto.pdf
806,Seja como o orvalho,Flávio Luiz Jabbur Ferreira,,cantos/806_Seja_como_o_orvalho.pdf
807,"Nas horas de Deus, amém!",Zé Vicente,,cantos/807_Nas_horas_de_Deus_amém.pdf
808,"Como é bonito, Senhor",José Acácio Santana,,cantos/808_Como_é_bonito_Senhor.pdf
809,Quem pode em tua casa morar?,Pe. Campos,,cantos/809_Quem_pode_em_tua_casa_morar.pdf
810,"Eis Jesus, o Pão da Vida","Prof. Saraiva, PA",,cantos/810_Eis_Jesus_o_Pão_da_Vida.pdf
811,Todo o verde das matas,Casimiro Nogueira,,cantos/811_Todo_o_verde_das_matas.pdf
812,"Jesus Cristo, ontem, hoje e sempre!",Ir. Míria T. Kolling,,cantos/812_Jesus_Cristo_ontem_hoje_e_sempre.pdf
813,"Abre coração, abre em festa",Valdeci Farias,Pe. Lúcio Floro,cantos/813_Abre_coração_abre_em_festa.pdf
814,Em meu amor pela Igreja,Ir. Míria T. Kolling,,cantos/814_Em_meu_amor_pela_Igreja.pdf
815,Passarei o meu céu (Louvor final),Ir. Míria T. Kolling,,cantos/815_Passarei_o_meu_céu_Louvor_final.pdf
816,"Porque te amo, Maria",Ir. Míria T. Kolling,,cantos/816_Porque_te_amo_Maria.pdf
817,Batismo é como outro nascimento,Pe. J. Ximenes,Pe. Lúcio Floro,cantos/817_Batismo_é_como_outro_nascimento.pdf
818,Duas leis eu percebo,Ir. Míria T. Kolling,,cantos/818_Duas_leis_eu_percebo.pdf
819,Viver a fraternidade,Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/819_Viver_a_fraternidade.pdf
820,Na noite calada,Áureo Cardoso,,cantos/820_Na_noite_calada.pdf
821,Lá do oriente vieram,Maria Sardenberg,,cantos/821_Lá_do_oriente_vieram.pdf
822,Teu rosto é a frente da casa,José Acácio Santana,,cantos/822_Teu_rosto_é_a_frente_da_casa.pdf
823,Que nenhuma família,Pe. Zezinho,,cantos/823_Que_nenhuma_família.pdf
824,Aqui nesta mesa,,,cantos/824_Aqui_nesta_mesa.pdf
825,"Você, que está chegando",Pe. João Carlos Ribeiro,,cantos/825_Você_que_está_chegando.pdf
826,Aleluia! A palavra se fez carne!,Eliomar Ribeiro,,cantos/826_Aleluia_A_palavra_se_fez_carne.pdf
827,Aleluia! A Tua Palavra!,,,cantos/827_Aleluia_A_Tua_Palavra.pdf
828,Anúncio do Jubileu da Encarnação,Jean-Paul Lécot,,cantos/828_Anúncio_do_Jubileu_da_Encarnação.pdf
829,Em nome do Pai,Terezinha Brejão,,cantos/829_Em_nome_do_Pai.pdf
830,Boa Nova do Senhor Jesus,,,cantos/830_Boa_Nova_do_Senhor_Jesus.pdf
831,Vai falar,Alfredo Dórea,,cantos/831_Vai_falar.pdf
832,"Louvai, ó servos do Senhor!",,,cantos/832_Louvai_ó_servos_do_Senhor.pdf
833,Os ventos de abril,Valdeci Farias,Pe. Lúcio Floro,cantos/833_Os_ventos_de_abril.pdf
834,Evangelizar,Edson Rodrigues,,cantos/834_Evangelizar.pdf
835,Nosso Deus fez um mundo tão perfeito,Pe. Pedro Brito,,cantos/835_Nosso_Deus_fez_um_mundo_tão_perfeito.pdf
836,Cantemos juntos,Ir. Míria T. Kolling,,cantos/836_Cantemos_juntos.pdf
837,É comunhão,Pe. Pedro Brito,,cantos/837_É_comunhão.pdf
838,Agora é silêncio,Ir. Míria T. Kolling,João de Araújo,cantos/838_Agora_é_silêncio.pdf
839,Quem é essa mulher?,Casemiro V. Nogueira,,cantos/839_Quem_é_essa_mulher.pdf
840,"Anunciou o anjo, um dia",Marcos Roberto Baldini,,cantos/840_Anunciou_o_anjo_um_dia.pdf
841,"Senhor, os vossos passos",Pe. Ney Brasil,,cantos/841_Senhor_os_vossos_passos.pdf
842,O meu coração procura a paz,Maria Sardenberg,,cantos/842_O_meu_coração_procura_a_paz.pdf
843,"Fraternidade, palavra tão bonita!",Ir. Míria T. Kolling,,cantos/843_Fraternidade_palavra_tão_bonita.pdf
844,"Tchau, meu irmão!",Fr. Fabreti,,cantos/844_Tchau_meu_irmão.pdf
845,Shemá Israel,,,cantos/845_Shemá_Israel.pdf
846,Seja bem-vinda a Palavra de Deus!,Marcilio Dias,,cantos/846_Seja_bem-vinda_a_Palavra_de_Deus.pdf
847,Ó luz do Senhor,,,cantos/847_Ó_luz_do_Senhor.pdf
848,"Vem, ó Santo Espírito",Ir. Idê Maria,,cantos/848_Vem_ó_Santo_Espírito.pdf
849,Estes lábios meus,,,cantos/849_Estes_lábios_meus.pdf
850,Louvo a Deus,Fr. Vilson João,,cantos/850_Louvo_a_Deus.pdf
851,Glória a Cristo nossa vida,,,cantos/851_Glória_a_Cristo_nossa_vida.pdf
852,A Palavra de Deus a Maria,Pe. Campos,,cantos/852_A_Palavra_de_Deus_a_Maria.pdf
853,"Jesus Cristo, ontem hoje e sempre",Fr. Luiz Turra,,cantos/853_Jesus_Cristo_ontem_hoje_e_sempre.pdf
854,Caminhamos pela luz de Deus,África do Sul,,cantos/854_Caminhamos_pela_luz_de_Deus.pdf
855,Onde reina o amor,Taizé,,cantos/855_Onde_reina_o_amor.pdf
856,Bendito sejais,Pe. Ney Brasil,,cantos/856_Bendito_sejais.pdf
857,Oh! Vinde Espírito Criador,Pe. Ney Brasil,,cantos/857_Oh_Vinde_Espírito_Criador.pdf
858,"Senhor, ensina-nos a orar",Pe. Ney Brasil,,cantos/858_Senhor_ensina-nos_a_orar.pdf
859,"Nossa Igreja, unida",Diácono Aury Azeho Brunetti,,cantos/859_Nossa_Igreja_unida.pdf
860,Na longa estada da vida,Casimiro Nogueira,,cantos/860_Na_longa_estada_da_vida.pdf
861,O que sente o teu Coração,Ir. Míria T. Kolling,,cantos/861_O_que_sente_o_teu_Coração.pdf
862,"Sou ainda jovem, ó Senhor",Ir. Míria T. Kolling,,cantos/862_Sou_ainda_jovem_ó_Senhor.pdf
863,"Enviai, Senhor! (Após a Comunhão)",Pe. Ney Brasil,,cantos/863_Enviai_Senhor_Após_a_Comunhão.pdf
864,O Espírito de Deus,Eurivaldo S. Ferreira,,cantos/864_O_Espírito_de_Deus.pdf
865,Deus nos abençoe!,Zé Vicente,,cantos/865_Deus_nos_abençoe.pdf
866,A amizade,Ir. Míria T. Kolling,,cantos/866_A_amizade.pdf
867,Vem e aperta com amizade,,,cantos/867_Vem_e_aperta_com_amizade.pdf
868,O nosso curso de canto pastoral,Milton P. Soares,,cantos/868_O_nosso_curso_de_canto_pastoral.pdf
869,Coração apaixonado,Ir. Míria T. Kolling,José Thomaz Filho,cantos/869_Coração_apaixonado.pdf
870,No esplendor da vitória,Pe. Hermírio Ignácio,,cantos/870_No_esplendor_da_vitória.pdf
871,Que mais eu posso de dar? (Oferendas),Pe. Joãozinho,,cantos/871_Que_mais_eu_posso_de_dar_Oferendas.pdf
872,Vinde ó povo escolhido,Renato Menghi,,cantos/872_Vinde_ó_povo_escolhido.pdf
873,Cristo é minha vida,Pe. Joãozinho,,cantos/873_Cristo_é_minha_vida.pdf
874,A negra noite foi tomada,Alexandre Rodacki,,cantos/874_A_negra_noite_foi_tomada.pdf
875,És o amigo ideal,Ana Paula,,cantos/875_És_o_amigo_ideal.pdf
876,Olhando nos teu olhos,Pe. Joãozinho,,cantos/876_Olhando_nos_teu_olhos.pdf
877,Sentado à beira,D. Pedro Brito Guimarães,,cantos/877_Sentado_à_beira.pdf
878,"Seja bem-vindo, o lê lê!",Pe. José F. Campos,,cantos/878_Seja_bem-vindo_o_lê_lê.pdf
879,A Palavra de Deus,Ir. Míria T. Kolling,,cantos/879_A_Palavra_de_Deus.pdf
880,Perto de nós,,,cantos/880_Perto_de_nós.pdf
881,"Aceita, ó Senhor",Oswaldo José dos Santos,,cantos/881_Aceita_ó_Senhor.pdf
882,Na mesa da Eucaristia,Pe. José Eugênio,Pe. Vanildo,cantos/882_Na_mesa_da_Eucaristia.pdf
883,Eu creio em Deus que canta,Noel Colombier,,cantos/883_Eu_creio_em_Deus_que_canta.pdf
884,O Cristo está vivo,Ivaldo Roque,H. Tolgo,cantos/884_O_Cristo_está_vivo.pdf
885,"Tu és a luz, Senhor",Reginaldo Veloso,,cantos/885_Tu_és_a_luz_Senhor.pdf
886,"Inclinai, Senhor, o vosso ouvido!",Eurivaldo Silva Ferreira,,cantos/886_Inclinai_Senhor_o_vosso_ouvido.pdf
887,Jesus é o Senhor,Pe. Josenildo do Pajeú,,cantos/887_Jesus_é_o_Senhor.pdf
888,"No princípio, teu Espírito",Pe. Josenildo do Pajeú,,cantos/888_No_princípio_teu_Espírito.pdf
889,Banhados em Cristo,Adaptação de Ione Buyst,,cantos/889_Banhados_em_Cristo.pdf
890,"Bem-vindo és, Senhor",Pe. Jacques Zwaanenburg,,cantos/890_Bem-vindo_és_Senhor.pdf
891,Kyrie,Taizé,,cantos/891_Kyrie.pdf
892,"Jesus, Tu és",Taizé,,cantos/892_Jesus_Tu_és.pdf
893,Louva o Senhor,Taizé,,cantos/893_Louva_o_Senhor.pdf
894,Do coração da Trindade,Ir. Míria T. Kolling,José Thomaz Filho,cantos/894_Do_coração_da_Trindade.pdf
895,Ó Trindade imensa e una,Ir. Míria T. Kolling,,cantos/895_Ó_Trindade_imensa_e_una.pdf
896,Glória ao Pai dos homens,José Alves,Pe. Josmar Braga,cantos/896_Glória_ao_Pai_dos_homens.pdf
897,"Deus eterno, a Vós louvor!",Heinrich Bone - 1852 - Viena,Ignaz Franz - 1771,cantos/897_Deus_eterno_a_Vós_louvor.pdf
898,Eu te louvarei,Pe. Josmar Braga,,cantos/898_Eu_te_louvarei.pdf
899,"A vossos pés, ó Maria",Ir. Míria T. Kolling,,cantos/899_A_vossos_pés_ó_Maria.pdf
900,Tudo vale a pena,Música e estrofes: Fr. Luiz Turra,,cantos/900_Tudo_vale_a_pena.pdf
901,Servidor eras tu,Telmo José Tomio,João de Araújo,cantos/901_Servidor_eras_tu.pdf
902,Sempre a dor em tua estrada,Ir. Míria T. Kolling,João de Araújo,cantos/902_Sempre_a_dor_em_tua_estrada.pdf
903,Se algum dia,Arnaldo Ribeiro,,cantos/903_Se_algum_dia.pdf
904,"Obrigado, Senhor!",Ir.Míria T. Kolling,,cantos/904_Obrigado_Senhor.pdf
905,A minha alma tem sede,André Zamur,,cantos/905_A_minha_alma_tem_sede.pdf
906,Fazei Ressoar,Ir. Maria José,,cantos/906_Fazei_Ressoar.pdf
907,A Deus para sempre cantai,Recolhido por Pe. Paulo Crozera,,cantos/907_A_Deus_para_sempre_cantai.pdf
908,Aleluia! tua Palavra (Aclamação ao Evangelho),Daniel Nicolini,,cantos/908_Aleluia_tua_Palavra_Aclamação_ao_Evangelho.pdf
909,Alegrai-vos!,Josenildo do Pajeú,,cantos/909_Alegrai-vos.pdf
910,O sol nasceu,Josenildo do Pajeú,,cantos/910_O_sol_nasceu.pdf
911,Estes lábios meus,L. E. Baronto,,cantos/911_Estes_lábios_meus.pdf
912,Recordações,Josenildo do Pajeú,,cantos/912_Recordações.pdf
913,Venham todos para a ceia do Senhor!,Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/913_Venham_todos_para_a_ceia_do_Senhor.pdf
914,Quem tem a graça? (Entrada),Pe. João Carlos Ribeiro,,cantos/914_Quem_tem_a_graça_Entrada.pdf
915,Quem não renascer da água (Entrada - Aspersão),Fr. Beraldo J. Hanlon,,cantos/915_Quem_não_renascer_da_água_Entrada_-_Aspersão.pdf
916,Bendito seja! (Oferendas),Pe. José Weber,,cantos/916_Bendito_seja_Oferendas.pdf
917,Nosso Pai nos põe a mesa (Oferendas),Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/917_Nosso_Pai_nos_põe_a_mesa_Oferendas.pdf
918,Não existe amor sem entrega (Comunhão),Fr. Gotzon Aulestia,,cantos/918_Não_existe_amor_sem_entrega_Comunhão.pdf
919,Ó tu que estás em casa (Após a Comunhão),Fr. Adolfo Temme,,cantos/919_Ó_tu_que_estás_em_casa_Após_a_Comunhão.pdf
920,Como os primeiros irmãos (Comunhão),Pe. Ney Brasil,,cantos/920_Como_os_primeiros_irmãos_Comunhão.pdf
921,Mesmo as trevas,Taizé,,cantos/921_Mesmo_as_trevas.pdf
922,O Espírito do Senhor,Reginaldo Veloso,,cantos/922_O_Espírito_do_Senhor.pdf
923,Eu conheço teu nome (Cânone),José Thomáz Filho,,cantos/923_Eu_conheço_teu_nome_Cânone.pdf
924,Sejamos Um para que o mundo creia,Pe. Ney Brasil,,cantos/924_Sejamos_Um_para_que_o_mundo_creia.pdf
925,Dá tua paz,Taizé,,cantos/925_Dá_tua_paz.pdf
926,Misericordioso é Deus!,Taizé,,cantos/926_Misericordioso_é_Deus.pdf
927,Quando nasce a luz,Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/927_Quando_nasce_a_luz.pdf
928,Espírito de Deus,Ir. Míria T. Kolling,,cantos/928_Espírito_de_Deus.pdf
929,Outra vez me vejo só,Carlos Alberto Tolovi,,cantos/929_Outra_vez_me_vejo_só.pdf
930,O Deus que me criou,Zé Vicente,,cantos/930_O_Deus_que_me_criou.pdf
931,Quero a Deus proclamar,Flávio Luiz Jabbur Ferreira,,cantos/931_Quero_a_Deus_proclamar.pdf
932,Louvai ao Senhor,Flávio Luiz Jabbur Ferreira,,cantos/932_Louvai_ao_Senhor.pdf
933,Os olhos de Deus te encontraram,Juliana Marilia Colli,Fr. José Moacyr Cadenassi,cantos/933_Os_olhos_de_Deus_te_encontraram.pdf
934,És a nossa Mãe querida,Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/934_És_a_nossa_Mãe_querida.pdf
935,Deixa a minha alegria,Ir. Míria T. Kolling,,cantos/935_Deixa_a_minha_alegria.pdf
936,Com a sede de luz,Telmo José Tomio,José Thomaz Filho,cantos/936_Com_a_sede_de_luz.pdf
937,Só por Cristo paixão cultivaste,Margarida Cardoso de Faria,João de Araújo,cantos/937_Só_por_Cristo_paixão_cultivaste.pdf
938,Quando a noite chegar,melodia alemã,Adolfo Temme,cantos/938_Quando_a_noite_chegar.pdf
939,Sou Cidade (Entrada),Waldci Farias,Pe. Lúcio Floro,cantos/939_Sou_Cidade_Entrada.pdf
940,Há mistérios (Bênção da água),Waldeci Farias,Pe. Lúcio Floro,cantos/940_Há_mistérios_Bênção_da_água.pdf
941,Eu era ovelha perdida,Waldeci Farias,Pe. Lúcio Floro),cantos/941_Eu_era_ovelha_perdida.pdf
942,A minha vela acenderei,Waldeci Farias,Pe. Lúcio Floro,cantos/942_A_minha_vela_acenderei.pdf
943,Nem sempre sou do jeito que me penso,André J. Zamur,J. Thomaz Filho,cantos/943_Nem_sempre_sou_do_jeito_que_me_penso.pdf
944,Querido Pai (Ato Penitencial),k ll,,cantos/944_Querido_Pai_Ato_Penitencial.pdf
945,A comunidade (Procissão da Palavra),Pe. José Freitas Campos,,cantos/945_A_comunidade_Procissão_da_Palavra.pdf
946,Santo,Pe. Lucas de P. Almeida,,cantos/946_Santo.pdf
947,Louvai a Deus em seu santuário,Fr. Fabreti,,cantos/947_Louvai_a_Deus_em_seu_santuário.pdf
948,"Quão amável, meu Senhor",Fr. Fabreti,,cantos/948_Quão_amável_meu_Senhor.pdf
949,Minha força e meu canto é o Senhor,Zé Vicente,,cantos/949_Minha_força_e_meu_canto_é_o_Senhor.pdf
950,Antes de te formares,,,cantos/950_Antes_de_te_formares.pdf
951,Eu venho do sul e do norte,Pe. Zezinho,,cantos/951_Eu_venho_do_sul_e_do_norte.pdf
952,Quando o trigo amadurece (Oferendas),Ir. Maria do Carmo S. Ramos,,cantos/952_Quando_o_trigo_amadurece_Oferendas.pdf
953,"Seduziste-me, Senhor!",,,cantos/953_Seduziste-me_Senhor.pdf
954,"Sim, o amor de meu Deus me escolheu",Fr Fabreti,Fr. Aloísio Junior,cantos/954_Sim_o_amor_de_meu_Deus_me_escolheu.pdf
955,Confiemo-nos ao Senhor,Taizé,,cantos/955_Confiemo-nos_ao_Senhor.pdf
956,Não te perturbes,,,cantos/956_Não_te_perturbes.pdf
957,"Creio em Ti, meu Senhor",Fr. Fabreti,J. Thomaz Filho,cantos/957_Creio_em_Ti_meu_Senhor.pdf
958,Vem com teu saber,Ir. Egnalda Rocha,,cantos/958_Vem_com_teu_saber.pdf
959,"Hosana, hosana ao Rei",,,cantos/959_Hosana_hosana_ao_Rei.pdf
960,Ó minha Senhora,Fátima M. Gabrielli,,cantos/960_Ó_minha_Senhora.pdf
961,Que a chama de Deus,Waldeci Farias,Neusa Maria Schneider,cantos/961_Que_a_chama_de_Deus.pdf
962,Sou catequista,Cláudia Queiróz,Rogério Belini,cantos/962_Sou_catequista.pdf
963,A família é bênção de Deus,Cláudia Queirós,Rogério Bellini,cantos/963_A_família_é_bênção_de_Deus.pdf
964,"Cantai, cristãos, afinal (Sequência - Missa da Páscoa)",Míria T. Kolling,,cantos/964_Cantai_cristãos_afinal_Sequência_-_Missa_da_Páscoa.pdf
965,Espírito de Deus (Sequência da missa de Pentecostes),Ir. Míria T. Kolling,,cantos/965_Espírito_de_Deus_Sequência_da_missa_de_Pentecostes.pdf
966,Venho exaltar teu nome,Flávio Jabbur,,cantos/966_Venho_exaltar_teu_nome.pdf
967,"Em ti, meu Deus! (Salmo responsorial)",Ir. Míria T. Kolling,,cantos/967_Em_ti_meu_Deus_Salmo_responsorial.pdf
968,"Aleluia, eu te bendigo (Aclamação ao Evangelho)",Ir. Míria T. Kolling,,cantos/968_Aleluia_eu_te_bendigo_Aclamação_ao_Evangelho.pdf
969,"Ó meu Deus, Trindade Santa (Oferendas)",Ir. Míria T. Kolling,,cantos/969_Ó_meu_Deus_Trindade_Santa_Oferendas.pdf
970,Tenho sede! Tu és a fonte! (Comunhão),Ir. Míria T. Kolling,,cantos/970_Tenho_sede_Tu_és_a_fonte_Comunhão.pdf
971,É uma luz tua Palavra,Ir. Míria T. Kolling,,cantos/971_É_uma_luz_tua_Palavra.pdf
972,Aleluia (Aclamação ao Evangelho),Taizé,,cantos/972_Aleluia_Aclamação_ao_Evangelho.pdf
973,Aleluia (II),André Zamur,,cantos/973_Aleluia_II.pdf
974,Kyrie,M. Carreiro,,cantos/974_Kyrie.pdf
975,"Lavai-me, ó Senhor",Ir. Míria T. Kolling,,cantos/975_Lavai-me_ó_Senhor.pdf
976,Glória a Deus!,Eliomar Ribeiro,,cantos/976_Glória_a_Deus.pdf
977,"Senhor, nosso caminho!",Ir. Míria T. Kolling,,cantos/977_Senhor_nosso_caminho.pdf
978,"Dai-nos, ó Pai, vosso Espírito",Ir. Míria T. Kolling,,cantos/978_Dai-nos_ó_Pai_vosso_Espírito.pdf
979,Iluminai a vossa Igreja,Ir. Míria T. Kolling,,cantos/979_Iluminai_a_vossa_Igreja.pdf
980,Santo (I),André Zamur,,cantos/980_Santo_I.pdf
981,Santo (II),Fr. José Luiz Prim,,cantos/981_Santo_II.pdf
982,Aclamações da Oração Eucarística,Ellias Della Giustina,,cantos/982_Aclamações_da_Oração_Eucarística.pdf
983,"Eis o mistério da fé! Anunciamos, Senhor",J. A. Santana,,cantos/983_Eis_o_mistério_da_fé_Anunciamos_Senhor.pdf
984,"Glória, amém!",Pe. José Cândido,,cantos/984_Glória_amém.pdf
985,Shalom para ti (Abraço da paz),Fernando Romualdo,,cantos/985_Shalom_para_ti_Abraço_da_paz.pdf
986,Cristo é nosso Amém!,Melodia e arranjos: Eurivaldo S. Ferreira,,cantos/986_Cristo_é_nosso_Amém.pdf
987,Cordeiro de Deus,Pe. Ney Brasil,,cantos/987_Cordeiro_de_Deus.pdf
988,Ritos Iniciais,Ir. Míria T. Kolling,,cantos/988_Ritos_Iniciais.pdf
989,Ritos Finais,Ir. Míria T. Kolling,,cantos/989_Ritos_Finais.pdf
990,"Venham, ó nações! (Abertura)",José Bruno Fontes Soares,,cantos/990_Venham_ó_nações_Abertura.pdf
993,Nossos olhos,Ir. Agostinha Vieira de Melo,,cantos/993_Nossos_olhos.pdf
994,"Senhor, nós te esperamos",Adolfo Temme,,cantos/994_Senhor_nós_te_esperamos.pdf
995,Esta é a ceia do Pai (Comunhão),José Eugênio Rodolfo,,cantos/995_Esta_é_a_ceia_do_Pai_Comunhão.pdf
996,"Vêm com alegria, Senhor (Entrada)",C. Gabarain,,cantos/996_Vêm_com_alegria_Senhor_Entrada.pdf
997,Bendito e louvado seja (Oferendas),Pe. João Carlos Ribeiro,,cantos/997_Bendito_e_louvado_seja_Oferendas.pdf
998,Vós sois o sal da terra (Refrão orante),Ir. Míria T. Kolling,,cantos/998_Vós_sois_o_sal_da_terra_Refrão_orante.pdf
999,Obras do Senhor,Fr. Fabreti,,cantos/999_Obras_do_Senhor.pdf
1000,"Bendito sejas, Deus da Vida!",Ir. Míria T. Kolling,,cantos/1000_Bendito_sejas_Deus_da_Vida.pdf
1001,"Feliz, feliz Páscoa (Abraço da Paz - Louvor Final)",Pe. Ney Brasil,,cantos/1001_Feliz_feliz_Páscoa_Abraço_da_Paz_-_Louvor_Final.pdf
1002,Que mistério de vida é este (Comunhão),Pe. Daniel C. Nicolini,Erivaldo S. Ferreira,cantos/1002_Que_mistério_de_vida_é_este_Comunhão.pdf
1003,"Vem, Santo Espírito!",,,cantos/1003_Vem_Santo_Espírito.pdf
1004,"Ó vinde, irmãos (Entrada)",Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/1004_Ó_vinde_irmãos_Entrada.pdf
1005,Benza Deus (Para as refeições),Zé Vicente,,cantos/1005_Benza_Deus_Para_as_refeições.pdf
1006,O alimento é dom de Deus (Para as refeições),Fr. José Luiz Prim,,cantos/1006_O_alimento_é_dom_de_Deus_Para_as_refeições.pdf
1007,Em águas mais profundas,D. Pedro Brito Guimarães,,cantos/1007_Em_águas_mais_profundas.pdf
1008,Fica entre nós,,,cantos/1008_Fica_entre_nós.pdf
1009,Se o grão de trigo,Ir. Míria T. Kolling,José Bortolini,cantos/1009_Se_o_grão_de_trigo.pdf
1010,O teu olhar,Pe. Joãozinho,,cantos/1010_O_teu_olhar.pdf
1011,Eu vivo na fé do Filho de Deus,Pe. Ney Brasil,,cantos/1011_Eu_vivo_na_fé_do_Filho_de_Deus.pdf
1012,"Jesus, meu Tesouro",,Fr. Adolfo Temme,cantos/1012_Jesus_meu_Tesouro.pdf
1013,Como a fumaça do incenso,Ir. Míria T. Kolling,Joel Nery,cantos/1013_Como_a_fumaça_do_incenso.pdf
1014,Mãe de Deus,Pe. Joãozinho,,cantos/1014_Mãe_de_Deus.pdf
1015,"Em ti, Maria",Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1015_Em_ti_Maria.pdf
1016,Coroação de Nossa Senhora,Maria Antoniena C. de Faria Figueiredo,,cantos/1016_Coroação_de_Nossa_Senhora.pdf
1017,A paz para quem é gente de paz,Ir. Míria T. Kolling,Pe. José Bortolini,cantos/1017_A_paz_para_quem_é_gente_de_paz.pdf
1018,Quem serve a Deus,Versão: Reginaldo Veloso,,cantos/1018_Quem_serve_a_Deus.pdf
1019,Tanto que faz pela messe Abertura e louvor final),Eurivaldo S. Ferreira,,cantos/1019_Tanto_que_faz_pela_messe_Abertura_e_louvor_final.pdf
1020,Com Deus eu me deito,Zé Vicente,,cantos/1020_Com_Deus_eu_me_deito.pdf
1021,Eu também sou missionário,Leonardo Piaccentini,,cantos/1021_Eu_também_sou_missionário.pdf
1022,São horizontes infinitos,Ir. Míria T. Kolling,,cantos/1022_São_horizontes_infinitos.pdf
1023,Hoje e sempre da Igreja pilares,Ir. Míria T. Kolling,João de Araújo,cantos/1023_Hoje_e_sempre_da_Igreja_pilares.pdf
1024,És do Cristo um apóstolo,Ir. Míria T. Kolling,João de Araújo,cantos/1024_És_do_Cristo_um_apóstolo.pdf
1025,Bênção Trinitária,Ir. Míria T. Kolling,Bárbara Maix,cantos/1025_Bênção_Trinitária.pdf
1026,Só porque você veio...é festa no céu! (Acolhida),Recolhido por Ir. Míria T. Kolling,,cantos/1026_Só_porque_você_veioé_festa_no_céu_Acolhida.pdf
1027,"Queremos ver Jesus Caminho, Verdade e Vida",Ir. Míria T. Kolling,,cantos/1027_Queremos_ver_Jesus_Caminho_Verdade_e_Vida.pdf
1028,"Ó Senhor, em tua casa",Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1028_Ó_Senhor_em_tua_casa.pdf
1029,É assim a geração (Salmo responsorial),Ir. Míria T. Kolling,,cantos/1029_É_assim_a_geração_Salmo_responsorial.pdf
1030,Aleluia! Ao Cordeiro Santo (Aclamação ao Evangelho),Ir. Míria T. Kolling,,cantos/1030_Aleluia_Ao_Cordeiro_Santo_Aclamação_ao_Evangelho.pdf
1031,A Ti se eleva a nossa prece (Oferendas),Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1031_A_Ti_se_eleva_a_nossa_prece_Oferendas.pdf
1032,Felizes os pobres (Comunhão),Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1032_Felizes_os_pobres_Comunhão.pdf
1033,"Jesus, que o mundo salvastes (Pós-Comunhão)",Ir. Míria T. Kolling,,cantos/1033_Jesus_que_o_mundo_salvastes_Pós-Comunhão.pdf
1034,Multidão tão numerosa (Louvor final),Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1034_Multidão_tão_numerosa_Louvor_final.pdf
1035,Anunciai pelo mundo (Abertura),Pe. José Cândido da Silva,,cantos/1035_Anunciai_pelo_mundo_Abertura.pdf
1036,Alegremente nos dispomos (Resposta à Palavra),Pe. José Cândido da Silva,,cantos/1036_Alegremente_nos_dispomos_Resposta_à_Palavra.pdf
